team|first-name|last-name|season|year|month|date|day|name|city|state|alias|alias2|passes-made|passes-received|breakdown|to-player-id|to-global-player-id|to-player-first-name|to-player-last-name|passes|assists|from-player-id|from-global-player-id|from-player-first-name|from-player-last-name|passes2|assists2
visitors|Greg|McClinton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|3|3|pass-made|126194|843218|Rondale|Watson|1|0|0|0|||0|0
visitors|Greg|McClinton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|3|3|pass-made|131189|880467|Bryant|Crawford|1|0|0|0|||0|0
visitors|Greg|McClinton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|3|3|pass-received|0|0|||0|0|116010|660089|Devin|Thomas|1|1
visitors|Greg|McClinton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|3|3|pass-received|0|0|||0|0|131189|880467|Bryant|Crawford|2|0
visitors|Doral|Moore|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|0|2|pass-received|0|0|||0|0|116010|660089|Devin|Thomas|1|0
visitors|Doral|Moore|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|0|2|pass-received|0|0|||0|0|131189|880467|Bryant|Crawford|1|0
visitors|Trent|VanHorn|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|0|0||0|0|||0|0|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-made|116008|660087|Codi|Miller-McIntyre|5|0|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-made|116010|660089|Devin|Thomas|10|1|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-made|126193|843216|Mitchell|Wilbekin|5|1|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-made|126195|843220|Konstantinos|Mitoglou|3|0|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-made|131189|880467|Bryant|Crawford|2|0|0|0|||0|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|116008|660087|Codi|Miller-McIntyre|4|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|116010|660089|Devin|Thomas|8|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|120611|740413|Greg|McClinton|1|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|126193|843216|Mitchell|Wilbekin|4|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|126195|843220|Konstantinos|Mitoglou|2|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|131189|880467|Bryant|Crawford|4|0
visitors|Rondale|Watson|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|25|24|pass-received|0|0|||0|0|131190|880468|John|Collins|1|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-made|109415|601143|Marshall|Plumlee|4|0|0|0|||0|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-made|121034|756883|Matt|Jones|9|1|0|0|||0|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-made|126159|842296|Grayson|Allen|9|1|0|0|||0|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-made|131408|887661|Luke|Kennard|2|0|0|0|||0|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-made|131409|887664|Derryck|Thornton|37|0|0|0|||0|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|5|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-received|0|0|||0|0|121034|756883|Matt|Jones|8|1
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|11|0
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|5|1
home|Brandon|Ingram|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|61|49|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|20|1
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-made|121034|756883|Matt|Jones|1|1|0|0|||0|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-made|126159|842296|Grayson|Allen|7|0|0|0|||0|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-made|131408|887661|Luke|Kennard|2|0|0|0|||0|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-made|131409|887664|Derryck|Thornton|8|0|0|0|||0|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-made|131410|887665|Brandon|Ingram|5|0|0|0|||0|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-received|0|0|||0|0|121034|756883|Matt|Jones|2|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|3|1
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|2|0
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|9|1
home|Marshall|Plumlee|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|23|20|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|4|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-made|109415|601143|Marshall|Plumlee|3|1|0|0|||0|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-made|121034|756883|Matt|Jones|6|0|0|0|||0|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-made|131408|887661|Luke|Kennard|2|0|0|0|||0|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-made|131409|887664|Derryck|Thornton|19|0|0|0|||0|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-made|131410|887665|Brandon|Ingram|11|0|0|0|||0|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|7|0
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-received|0|0|||0|0|121034|756883|Matt|Jones|9|1
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|2|1
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|26|1
home|Grayson|Allen|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|41|53|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|9|1
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-made|109415|601143|Marshall|Plumlee|2|0|0|0|||0|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-made|126159|842296|Grayson|Allen|9|1|0|0|||0|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-made|131408|887661|Luke|Kennard|1|0|0|0|||0|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-made|131409|887664|Derryck|Thornton|11|0|0|0|||0|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-made|131410|887665|Brandon|Ingram|8|1|0|0|||0|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|1|1
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|6|0
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|3|1
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|13|1
home|Matt|Jones|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|31|32|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|9|1
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-made|109415|601143|Marshall|Plumlee|9|1|0|0|||0|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-made|121034|756883|Matt|Jones|13|1|0|0|||0|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-made|126159|842296|Grayson|Allen|26|1|0|0|||0|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-made|131408|887661|Luke|Kennard|7|0|0|0|||0|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-made|131410|887665|Brandon|Ingram|20|1|0|0|||0|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|8|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-received|0|0|||0|0|121034|756883|Matt|Jones|11|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|19|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|2|0
home|Derryck|Thornton|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|75|77|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|37|0
home|Chase|Jeter|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|0|0||0|0|||0|0|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-made|109415|601143|Marshall|Plumlee|2|0|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-made|121034|756883|Matt|Jones|3|1|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-made|126159|842296|Grayson|Allen|2|1|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-made|131409|887664|Derryck|Thornton|2|0|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-made|131410|887665|Brandon|Ingram|5|1|0|0|||0|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|2|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-received|0|0|||0|0|121034|756883|Matt|Jones|1|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|2|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|7|0
home|Luke|Kennard|2015|2016|3|1|2|Cameron Indoor Stadium|Durham|North Carolina|Wake|Duke|14|14|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|2|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-made|121034|756883|Matt|Jones|24|1|0|0|||0|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-made|121232|789577|Sean|Obi|1|0|0|0|||0|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-made|126159|842296|Grayson|Allen|23|0|0|0|||0|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-made|131408|887661|Luke|Kennard|7|0|0|0|||0|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-made|131409|887664|Derryck|Thornton|14|0|0|0|||0|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|3|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|121034|756883|Matt|Jones|23|2
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|121232|789577|Sean|Obi|1|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|17|1
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|131407|887658|Chase|Jeter|3|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|9|0
visitors|Brandon|Ingram|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|69|65|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|9|0
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-made|121034|756883|Matt|Jones|2|0|0|0|||0|0
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-made|126159|842296|Grayson|Allen|4|1|0|0|||0|0
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-made|131410|887665|Brandon|Ingram|3|0|0|0|||0|0
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-received|0|0|||0|0|121034|756883|Matt|Jones|2|0
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|2|1
visitors|Marshall|Plumlee|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|9|7|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|3|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|109415|601143|Marshall|Plumlee|2|1|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|121034|756883|Matt|Jones|18|0|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|131407|887658|Chase|Jeter|1|0|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|131408|887661|Luke|Kennard|17|1|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|131409|887664|Derryck|Thornton|16|0|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-made|131410|887665|Brandon|Ingram|17|1|0|0|||0|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|4|1
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|121034|756883|Matt|Jones|20|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|121232|789577|Sean|Obi|3|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|131407|887658|Chase|Jeter|1|0
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|11|2
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|24|3
visitors|Grayson|Allen|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|71|86|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|23|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-made|109415|601143|Marshall|Plumlee|2|0|0|0|||0|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-made|126159|842296|Grayson|Allen|20|0|0|0|||0|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-made|131408|887661|Luke|Kennard|17|0|0|0|||0|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-made|131409|887664|Derryck|Thornton|18|0|0|0|||0|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-made|131410|887665|Brandon|Ingram|23|2|0|0|||0|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|109415|601143|Marshall|Plumlee|2|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|18|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|131407|887658|Chase|Jeter|2|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|16|1
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|9|0
visitors|Matt|Jones|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|80|71|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|24|1
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-made|121034|756883|Matt|Jones|16|1|0|0|||0|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-made|126159|842296|Grayson|Allen|11|2|0|0|||0|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-made|131407|887658|Chase|Jeter|1|0|0|0|||0|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-made|131409|887664|Derryck|Thornton|17|0|0|0|||0|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-made|131410|887665|Brandon|Ingram|9|0|0|0|||0|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|121034|756883|Matt|Jones|17|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|121232|789577|Sean|Obi|3|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|17|1
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|131407|887658|Chase|Jeter|1|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|14|0
visitors|Luke|Kennard|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|54|59|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|7|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-made|121034|756883|Matt|Jones|2|0|0|0|||0|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-made|126159|842296|Grayson|Allen|1|0|0|0|||0|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-made|131408|887661|Luke|Kennard|1|0|0|0|||0|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-made|131410|887665|Brandon|Ingram|3|0|0|0|||0|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|1|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-received|0|0|||0|0|131408|887661|Luke|Kennard|1|0
visitors|Chase|Jeter|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|4|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|2|1
visitors|Sean|Obi|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|2|pass-made|126159|842296|Grayson|Allen|3|0|0|0|||0|0
visitors|Sean|Obi|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|2|pass-made|131408|887661|Luke|Kennard|3|0|0|0|||0|0
visitors|Sean|Obi|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|2|pass-made|131410|887665|Brandon|Ingram|1|0|0|0|||0|0
visitors|Sean|Obi|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|2|pass-received|0|0|||0|0|131409|887664|Derryck|Thornton|1|0
visitors|Sean|Obi|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|7|2|pass-received|0|0|||0|0|131410|887665|Brandon|Ingram|1|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|109415|601143|Marshall|Plumlee|3|0|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|121034|756883|Matt|Jones|9|0|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|121232|789577|Sean|Obi|1|0|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|126159|842296|Grayson|Allen|24|3|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|131407|887658|Chase|Jeter|2|1|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|131408|887661|Luke|Kennard|14|0|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-made|131410|887665|Brandon|Ingram|9|0|0|0|||0|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-received|0|0|||0|0|121034|756883|Matt|Jones|18|0
visitors|Derryck|Thornton|2015|2016|3|10|4|Verizon Center|Washington|District of Columbia|Duke|ND|62|65|pass-received|0|0|||0|0|126159|842296|Grayson|Allen|16|0
